Match_Type,Eroski_ID,Eroski_Denomination,Makro_ID,Makro_Denomination,Similarity_Distance,Error_Type
,26719203,"Tequila reposado POSADO 818, botella 70 cl",221597,N/A,0.2405795156955719,False Positive
,16052631,"Ventresca de atún claro en aceite de oliva CAMPOS, lata 111 g",217504,N/A,0.24097013473510742,False Positive
,19776509,"Vino Tinto Joven D.O.C. Rioja ZINTZO, botella 75 cl",200399,N/A,0.24210616946220398,False Positive
,9268301,"Ron CACIQUE, botella 1 litro",122434,N/A,0.2430359274148941,False Positive
,19681832,"Corazones de alcachofa baby 8/12 piezas CYNARA, frasco 115 g",72490,N/A,0.24472622573375702,False Positive
,19530906,"Mayonesa HEINZ, frasco 480 ml",191369,N/A,0.24795770645141602,False Positive
,24284630,"Ginebra Sunset BOMBAY, botella 70 cl",213133,N/A,0.24798011779785156,False Positive
,846865,"Champagne Brut Reserva TAITTINGER, botella 75 cl",507793,N/A,0.24971053004264832,False Positive
,24880593,"Bebida de almendras barista ALPRO, brik 1 litro",209631,N/A,0.25005459785461426,False Positive
,16429425,"Aceite de oliva virgen CARBONELL, garrafa 3 litros",206501,N/A,0.2554963231086731,False Positive
,14393979,"Whisky CUTTY SARK, botella 1 litro",218659,N/A,0.25627410411834717,False Positive
,1772706,"Vino Tinto Reserva D.O. Rioja COTO DE IMAZ, botella 75 cl",195613,N/A,0.25773805379867554,False Positive
,8927733,"Licor de hierbas EL AFILADOR, botella 70 cl",548626,N/A,0.26012152433395386,False Positive
,14226435,"Cerveza 0,0 ESTRELLA GALICIA, pack botellín 6x25 cl",109537,N/A,0.2604728937149048,False Positive
,245415,"Bebida isotónica sabor naranja AQUARIUS, lata 33 cl",217004,N/A,0.2655741274356842,False Positive
,798447,"Activia 0% natural DANONE, pack 4x120 g",217247,N/A,0.2705214023590088,False Positive
,1989193,"Ginger Ale SCHWEPPES, botella 1 litro",127991,N/A,0.27159833908081055,False Positive
,25573478,"Mermelada de higo selecta LA VIEJA FABRICA, frasco 280 g",151192,N/A,0.2743898332118988,False Positive
,17702705,"Cacahuete recubierto de chocolate CONGUITOS, bolsa 75 g",209222,N/A,0.2817951440811157,False Positive
,21678503,"Whisky Mizunara CHIVAS, botella 70 cl",259844,N/A,0.2828129827976227,False Positive
,315606,"Whisky JOHNNIE WALKER, botella 70 cl",276406,N/A,0.28377705812454224,False Positive
,10867026,"Refresco de cola PEPSI, botella 1 litro",391807,N/A,0.2841283977031708,False Positive
,346148,"Leche condensada LA LECHERA, tubo 170 g",127027,N/A,0.28630736470222473,False Positive
,8437899,"Tarta biscuit de nata-yema CASA ECEIZA, caja 550 g",207926,N/A,0.28778859972953796,False Positive
,375832,"Ron Añejo 3 años HAVANA CLUB, botella 70 cl",323999,N/A,0.29052209854125977,False Positive
,10919579,"Sobrasada ibérica ELPOZO, tarrina 250 g",50514,N/A,0.29430797696113586,False Positive
,23831316,"Chocolate negro con almendras NESTLÉ, tableta 270 g",72947,N/A,0.2947311997413635,False Positive
,317867,"Whisky JIM BEAN, botella 70 cl",77779,N/A,0.29727715253829956,False Positive
,25963844,"Vermut rojo ZARRO, botella 1 litro",200906,N/A,0.3008016347885132,False Positive
,14596746,"Vino Tinto Reserva D.O.C. Rioja 200 MONGES, botella 75 cl",421863,N/A,0.3017064332962036,False Positive
,26767392,"Bebida vegetal coco barista ALPRO, brik 1 litro",217304,N/A,0.3069359362125397,False Positive
,398313,"Café molido mezcla 50/50 FORTALEZA, paquete 250 g",4938,N/A,0.30733275413513184,False Positive
,24879405,"Bebida de avena barista ALPRO, brik 1 litro",217342,N/A,0.30802100896835327,False Positive
,21740055,"Salmón ahumado VICI, bandeja 350 g",214293,N/A,0.3085809350013733,False Positive
,194688,"Bonito en escabeche ARROYABE, frasco 227 g ",93120,N/A,0.30929479002952576,False Positive
,941070,"Mermelada de naranja HELIOS, frasco 340 g ",203091,N/A,0.3108530044555664,False Positive
,23496334,"Helices con vegetales GALLO, paquete 675 g",252486,N/A,0.3109171390533447,False Positive
,25875832,"Whisky Escocés de Malta 8 años LAGAVULIN, botella 70 cl",36138,N/A,0.32228344678878784,False Positive
,387910,"Vino Tinto Reserva Rioja LAN, botella 75 cl",163475,N/A,0.3240828216075897,False Positive
,659656,"Bloc de Foie de pato ZUBIA, lata 130 g",160725,N/A,0.32875919342041016,False Positive
,26475111,"Hamburguesa de vacuno Angus EROSKI, bandeja 180 g",146651,N/A,0.33114326000213623,False Positive
,26170258,"Salsa ligera CHOVI, frasco 500 ml",217513,N/A,0.33604031801223755,False Positive
,1522804,"Ginebra BOMBAY Sapphire, botella 70 cl",211197,N/A,0.3380855917930603,False Positive
,26697300,"Salsa al ajo asado HELLMANNS, bocabajo 250 ml",176668,N/A,0.3414797782897949,False Positive
,348235,"Cacao soluble NESQUIK, lata 390 g",3419,N/A,0.3426482081413269,False Positive
,26336370,"Queso Emmental francés ENTREMONT, taco 220 g",255580,N/A,0.3435429334640503,False Positive
,744649,"Salsa Ligera YBARRA, frasco 450 ml",216735,N/A,0.3474860191345215,False Positive
,24121915,"Salami extra GOIKOA, bandeja 70 g",97341,N/A,0.34999990463256836,False Positive
,20033924,"Fresas LA CUERVA, bolsa 300 g",953667,N/A,0.35064613819122314,False Positive
,18749135,"Moras FINI, bolsa 165 g",190299,N/A,0.3539735674858093,False Positive
,26687830,"Aceite aove cosecha temprana COOSUR SQUIZZ, botella 620 ml",219242,N/A,0.35636913776397705,False Positive
,17820457,"Cerveza DAURA MARZEN, botellín 33 cl",115139,N/A,0.35679489374160767,False Positive
,6308118,"Vino Tinto Reserva Rioja AÑARES, botella 75 cl",480922,N/A,0.3573834300041199,False Positive
,16951840,"Magdalena PROCELI, 4 unid., paquete 160 g",9073,N/A,0.3582670986652374,False Positive
,21002068,"Arándanos LA CUERVA, bolsa 300 g",953628,N/A,0.35975125432014465,False Positive
,15744543,"Selection Mix FINI, bolsa 150 g",188211,N/A,0.3602004647254944,False Positive
,317230,"Pacharán IGP Navarra ZOCO, botella 1 litro",222243,N/A,0.36429762840270996,False Positive
,11136389,"Atún claro natural CUCA, pack 3x48 g",61497,N/A,0.3651057779788971,False Positive
,13075551,"Tinto de verano limón sin alcohol DON SIMON, botella 1,5 litros",208254,N/A,0.3660795986652374,False Positive
,25605023,"Salmón ahumado noruego tradicional MARTIKO, sobre 50 g",41060,N/A,0.3668539524078369,False Positive
,20059127,"Liquorice Wonder Mix Doypack FINI, bolsa 165 g",217574,N/A,0.369512677192688,False Positive
,24352973,"Vermouth Rojo ARTESANO, botella 1 litro",182522,N/A,0.3695683479309082,False Positive
,16068579,"Salsa para ensaladillas YBARRA, frasco 450 ml",701441,N/A,0.37065988779067993,False Positive
,26162305,"Cerveza tostada 0,0 SAN MIGUEL, pack botellín 6x25 cl",717262,N/A,0.3724866807460785,False Positive
,16569212,"Chocolate negro 74% cacao EROSKI, tableta 100 g",78382,N/A,0.37390124797821045,False Positive
,9739228,"Tarta de queso con arándanos CASA ECEIZA, caja 500 g",207927,N/A,0.3814259171485901,False Positive
,26381665,"Bombones NESTLÉ CAJA ROJA, caja 43 g",350272,N/A,0.3849722146987915,False Positive
,25656356,"Bonito del Norte al natural ARROYABE, frasco 150 g",93127,N/A,0.39441412687301636,False Positive
,10869204,"Caldo de pollo AVECREM, 18 pastillas, caja 196 g",171380,N/A,0.395142138004303,False Positive
,20965596,"Huevo Schokobons White KINDER, bolsa 200 g",670423,N/A,0.3954005837440491,False Positive
,9175548,"Vino Tinto Joven D.O.C. Rioja LUIS CAÑAS, botella 75 cl",8518,N/A,0.39638426899909973,False Positive
,18953646,"Caldo de pollo KNORR, 12 pastillas, caja 120 g",63049,N/A,0.3985063433647156,False Positive
,22316988,"Bebible sabor fresa-frambuesa YOPRO, botella 300 g",181238,N/A,0.4020128548145294,False Positive
,11754470,"Leche desnatada LACTURALE, brik 1 litro",110167,N/A,0.4041138291358948,False Positive
,15726284,"Ginebra NORDÉS, botella 70 cl",219126,N/A,0.4059338867664337,False Positive
,13927702,"Vermouth Blanco MARTINI, botella 1,5 litros",202448,N/A,0.4129202961921692,False Positive
,18200402,"Leche semidesnatada sin lactosa LACTURALE, brik 1 litro",110168,N/A,0.4140796661376953,False Positive
,24318495,"Whisky GLEN GRANT ARBOLARIS, botella 70 cl",200549,N/A,0.41544607281684875,False Positive
,8406761,"Ginebra BEEFEATER, botella 1,5 litros",686309,N/A,0.41568300127983093,False Positive
,845842,"Vino Blanco SANTIAGO RUIZ, botella 75 cl",49933,N/A,0.41687434911727905,False Positive
,25613381,"Chorizo extra LA GLORIA RIOJANA, sarta 230 g",53047,N/A,0.4190656244754791,False Positive
,19741354,"Barrita Milka&Oreo Lc MILKA, 1 ud, 37 g",161808,N/A,0.4197327494621277,False Positive
,366674,"Atún claro en escabeche CALVO, pack 3x80 g",162366,N/A,0.4204004406929016,False Positive
,16008674,"Polpa MUTTI, pack 2x210 g",114579,N/A,0.4204082190990448,False Positive
,13927496,"Vermouth Rojo MARTINI, botella 1,5 litros",60307,N/A,0.4211686849594116,False Positive
,20161626,"Bayeta colors VILEDA, pack 8 uds",170621,N/A,0.42117446660995483,False Positive
,21257860,"Vino Tinto Joven D.O.C. Rioja Alavesa GAILUR, botella 75 cl",139926,N/A,0.4249040484428406,False Positive
,23472269,"Vino Rosado Clarete D.O. Cigales PROTOS, botella 75 cl",183422,N/A,0.42581629753112793,False Positive
,19582899,"Horchata original CHUFI, botella 1 litro",174524,N/A,0.4339628517627716,False Positive
,26603910,"Aceite oliva virgen extra O. Centenatios COOSUR, botella 1 litro",189605,N/A,0.4340760111808777,False Positive
,5967336,"Tomate triturado EROSKI BIO, frasco 660 g",193135,N/A,0.43410825729370117,False Positive
,370502,"Cereza en almibar HELIOS, frasco 90 g ",490646,N/A,0.4351174831390381,False Positive
,339747,"Caldo de carne KNORR Starlux, 12 pastillas, caja 120 g",280722,N/A,0.4360571801662445,False Positive
,990205,"Ron 7 años HAVANA CLUB, botella 70 cl",386711,N/A,0.43968600034713745,False Positive
,9235490,"Whisky de Malta 10 años GLENMORANGIE, botella 70 cl",47339,N/A,0.4421795904636383,False Positive
,26229054,"Salmón ahumado corte sashimi DOMINGUEZ, bandeja 150 g",219575,N/A,0.4422829747200012,False Positive
,953443,"Queso reserva de oveja BOFFARD, al corte, compra mínima 250 g",883662,N/A,0.4468024969100952,False Positive
,8552226,"Natillas de vainilla DANONE Danet, pack 8x120 g",28819,N/A,0.4487670063972473,False Positive
,169037,"Vino Blanco Barbadillo CASTILLO SAN DIEGO, botella 75 cl",409370,N/A,0.4554714858531952,False Positive
,2707222,"Chorizo PALCARSA, 4 unid., sobre 200 g",9390,N/A,0.4586118757724762,False Positive
,12305520,"Ron BACARDI, botella 70 cl",75907,N/A,0.4597790837287903,False Positive
,16656423,"Queso anejo oveja FLOR DE ESGUEVA, al corte, compra mínima 250 g",21957,N/A,0.46040022373199463,False Positive
,24896607,"Galleta OREO, paquete 66 g",195047,N/A,0.4614620506763458,False Positive
,24879389,"Bebida de avena ALPRO, brik 1 litro",206943,N/A,0.4624751806259155,False Positive
,19659580,"Crema Orochata LICOR 43, botella 70 cl",130271,N/A,0.46840763092041016,False Positive
,17199860,"Mermelada de mora HELIOS, tarro 340 g",201698,N/A,0.468606561422348,False Positive
,280297,"Bonito en escabeche EROSKI, lata 111 g",99964,N/A,0.4697793126106262,False Positive
,20160867,"Vino Blanco Verdejo D.O. Rueda DIAMANTE, botella 75 cl",911976,N/A,0.4724489450454712,False Positive
,16979056,"Entrecot de añojo skin, 2 uds, bandeja aprox. 970 g",163638,N/A,0.4726242423057556,False Positive
,21027214,"Alcachofa mitades I.G.P.Tudela R16 LA TUDELANA, frasco 250 g",182565,N/A,0.475249707698822,False Positive
,20364204,"Paté de pato DELICASS, lata 130 g",71154,N/A,0.47662782669067383,False Positive
,227793,"Yogur desnatado sabor limón DANONE VITALINEA, pack 4x120 g",4218,N/A,0.4787462055683136,False Positive
,1434091,"Vino Tinto Reserva D.O. Rioja VIÑA SALCEDA, botella 75 cl",69459,N/A,0.4822552800178528,False Positive
,13866330,"Favoritos pica HARIBO, bolsa 150 g",211660,N/A,0.48307132720947266,False Positive
,25815283,"Mermelada de frambuesa HELIOS, frasco 340 g",203089,N/A,0.48376578092575073,False Positive
,26749275,"Yogur skyr natural DANONE, pack 4x100 g",145312,N/A,0.48928651213645935,False Positive
,26776914,"Cuchillo chuletero Silk de acero inox JAY, 1 ud",4564,N/A,0.49048542976379395,False Positive
,17994716,"Corazón de escarola EROSKI, bolsa 150 g",54893,N/A,0.4909437298774719,False Positive
,26090837,"Limpiador desinfectante eucalipto SANYTOL, recambio 750 ml",7458,N/A,0.49777916073799133,False Positive
,5873104,"Ron Elixir de Cuba LEGENDARIO, botella 70 cl",221948,N/A,0.5011489391326904,False Positive
,7559792,"Guindilla, caja 40 g",50165,N/A,0.5056004524230957,False Positive
,23899149,"Queso de oveja latxa urdina AGOUR, al corte, compra mínima 250 g",202370,N/A,0.5098223090171814,False Positive
,12806840,"Queso de oveja viejo leche cruda FLOR DE ESGUEVA, cuña 400 g",259493,N/A,0.5107870697975159,False Positive
,26896027,"Batido milkshake muccino PULEVA, botella 1 litro",393887,N/A,0.5113663673400879,False Positive
,16854069,"Crema de plátano y fresa HABELAS HAILAS, botella 77 cl",172177,N/A,0.5115174651145935,False Positive
,363754,"Caldo de pescado en pastillas KNORR, 12 pastillas. caja 120 g",144173,N/A,0.5124036073684692,False Positive
,20364212,"Paté de higado de pato al Oporto DELICASS, lata 130 g",71114,N/A,0.5143576264381409,False Positive
,4557906,"Pan de molde integral sin corteza BIMBO, paquete 450 g",30154,N/A,0.5156513452529907,False Positive
,25458894,"Salsa ligera PRIMA, bote 390 ml",75995,N/A,0.5202211737632751,False Positive
,10443604,"Vino Tinto Reserva D.O. Navarra INURRIETA, botella 75 cl",91145,N/A,0.5214797854423523,False Positive
,133009,"Licor de café MARIE BRIZAR, botella 70 cl",62205,N/A,0.52177894115448,False Positive
,25611765,"Bitter sin azúcar ROYAL BLISS MARE ROSSO, botellín 20 cl",217634,N/A,0.526093065738678,False Positive
,307140,"Bitter CAMPARI, botella 70 cl",302172,N/A,0.5283603668212891,False Positive
,7160526,"Bonito bajo en sal CALVO, lata 111 g",221334,N/A,0.5294479131698608,False Positive
,19191956,"Cerveza barrica MAHOU, botellín 33 cl",156077,N/A,0.5311341285705566,False Positive
,26186650,"Tequila Reposado DON JULIO, botella 70 cl",42014,N/A,0.5364915132522583,False Positive
,12243382,"Passata Di Pomodoro MUTTI, frasco 400 g",75963,N/A,0.5379022359848022,False Positive
,26233049,"Yogur natural DANONE ZERO, pack 4x120 g",54050,N/A,0.5418140888214111,False Positive
,2009777,"Vino Tinto Crianza ENATE, botella 75 cl",728572,N/A,0.5442222952842712,False Positive
,8369241,"Activia con mango-papaya-soja DANONE, pack 4x120 g",217250,N/A,0.5462756752967834,False Positive
,25745035,"Queso de oveja reserva BOFFARD, cuña 250 g",31235,N/A,0.5465402603149414,False Positive
,11752342,"Ginebra BEEFETER 24, botella 70 cl",214755,N/A,0.5475530624389648,False Positive
,13544861,"Pulpa de tomate MUTTI, lata 400 g",10530,N/A,0.548292875289917,False Positive
,8523615,"Calabaza cacahuete, pieza al peso aprox. 1 kg",207575,N/A,0.548778235912323,False Positive
,26350702,"Atún claro natural +PRO CALVO, pack 3x65 g",221365,N/A,0.549113392829895,False Positive
,10739951,"Batido de vainilla PULEVA, pack 6x200 ml",60589,N/A,0.5512863397598267,False Positive
,19684737,"Patata Baby Micro EROSKI, bolsa 400 g",33077,N/A,0.5519624948501587,False Positive
,23049703,"Caramelos Gummy Jellies DULCIORA, bolsa 100 g",216473,N/A,0.5541136264801025,False Positive
,25621350,"Vino Tinto Crianza FAUSTINO RIVERO, botella 75 cl",383513,N/A,0.5544793605804443,False Positive
,23059116,"Bayeta microfibra para cristales EROSKI, pack 1 ud.",215870,N/A,0.55730140209198,False Positive
,3218500,"Café natural espresso FORTALEZA, caja 250 g",3636,N/A,0.5576704740524292,False Positive
,26747758,"Salsa dulce pimiento asadoLA VIEJA FABRICA, frasco 280 g",515203,N/A,0.5597155094146729,False Positive
,25950528,"Azúcar especial mermelada AZUCARERA, paquete 1 kg",222141,N/A,0.5608260631561279,False Positive
,847921,"Champagne Brut MUMM CORDÓN ROUGE, botella 75 cl",820196,N/A,0.5610339045524597,False Positive
,26727339,"Bebida vegetal de avena barista KAIKU, brik 1 litro",186799,N/A,0.5626442432403564,False Positive
,19088970,"Lechuga batavia EUSKO LABEL EROSKI NATUR, bolsa 250 g",42364,N/A,0.5638027191162109,False Positive
,15314461,"Ventresca de atún claro en aceite de oliva EROSKI, lata 111 g",184384,N/A,0.5650936365127563,False Positive
,24289894,"Caldo de carne AVECREM, caja 20 pastillas",177472,N/A,0.5662035346031189,False Positive
,26156901,"Cerveza 0,0 sin filtrar EL AGUILA, botellín 33 cl",221571,N/A,0.5665631294250488,False Positive
,2571099,"Azafrán en rama POTE, caja 4 sobres",46052,N/A,0.5668199062347412,False Positive
,26608893,"Cerveza 0,0 tostada sin gluten ESTRELLA GALICIA, lata 33 cl",196084,N/A,0.5701662302017212,False Positive
,1362151,"Vino Tinto Ferm. en Barrica Rioja BERONIA, botella 75 cl",12766,N/A,0.571662962436676,False Positive
,170316,"Harina de trigo extra GALLO, paquete 1 kg",649480,N/A,0.5731559991836548,False Positive
,20012480,"Café molido descafeinado FORTALEZA, paquete 400 g",501761,N/A,0.57447350025177,False Positive
,19869262,"Cerveza Pilsen ESTRELLA GALICIA, pack botellín 6x33 cl",204171,N/A,0.5750921964645386,False Positive
,23486889,"Cerveza tostada FREE DAMM, lata 33 cl",538681,N/A,0.5788299441337585,False Positive
,25816992,"Whisky JAMESON, botella 1 litro",184626,N/A,0.5798612833023071,False Positive
,24949604,"Boletus edulis bocados LA CUERVA, bolsa 300 g",180457,N/A,0.58066725730896,False Positive
,26747733,"Salsa dulce cebollaLA VIEJA FABRICA, frasco 290 g",123109,N/A,0.5869385004043579,False Positive
,26202770,"Salsa boloñesa vegetal EROSKI, frasco 350 g",101836,N/A,0.5915314555168152,False Positive
,22307466,"Yogur cremoso sabor fresa GOSHUA, tarro 145 g",36042,N/A,0.5928559303283691,False Positive
,816884,"Vino Tinto Tempranillo Rioja CAMPO VIEJO, botella 75 cl",39130,N/A,0.5990786552429199,False Positive
,26202788,"Salsa ricotta EROSKI, frasco 350 g",198356,N/A,0.6004390716552734,False Positive
,24935520,"Lomo de merluza EROSKI, bandeja aprox. 350 g",221505,N/A,0.605745792388916,False Positive
,4357968,"Mejillón en escabeche 12/16 piezas CUCA, lata 115 g",689182,N/A,0.6063375473022461,False Positive
,373126,"Whisky 12 años CARDHU, botella 70 cl",125046,N/A,0.6082780361175537,False Positive
,14690499,"Yogur sabor fresa-maced.-limón-tarta queso DANONE, pack 8x120 g",8908,N/A,0.6091526746749878,False Positive
,26199182,"Finger de pollo EROSKI, bolsa 400 g",209262,N/A,0.6116830110549927,False Positive
,21975537,"Gazpacho fresco Eroski SELEQTIA, botella 1 litro",751582,N/A,0.612289547920227,False Positive
,26741025,"Refresco de pomelo SCHWEPPES, lata 33 cl",160608,N/A,0.6173899173736572,False Positive
,25454620,"Bifi con coco KAIKU, pack 4x125 g",43454,N/A,0.6199823617935181,False Positive
,19501402,"Cerveza Bourbon MAHOU, botellín 33 cl",217160,N/A,0.6215764284133911,False Positive
,25864901,"Crema de calabacín EROSKI, tarrina 350 g",187283,N/A,0.6235424280166626,False Positive
,23623804,"Multidesinfectante lejía SANICENTRO, pistola 750 ml",186574,N/A,0.6266152858734131,False Positive
,17467903,"Salsa de queso de cabrales SALSAS ASTURIANAS, frasco 190 g",110892,N/A,0.6266568303108215,False Positive
,359174,"Piña en rodajas en su jugo EROSKI, lata 340 g",133633,N/A,0.6273657083511353,False Positive
,2452795,"Vino Tinto Reserva D.O. Rioja VIÑA REAL, botella 75 cl",64857,N/A,0.6319109797477722,False Positive
,16052565,"Atún claro natural CAMPOS, pack 3x56 g",93346,N/A,0.6326193809509277,False Positive
,317255,"Pacharán IGP Navarra BASARANA Etiqueta Negra, botella 1 litro",35250,N/A,0.633083701133728,False Positive
,23051659,"Salchichas Frankfurt con queso EROSKI, pack 4x160 g",220655,N/A,0.6333023309707642,False Positive
,22626113,"Espumoso Italian Rosé FREIXENET, botella 75 cl",167353,N/A,0.635388970375061,False Positive
,225771,"Salmón entero y limpio de crianza, al peso, compra mínima 2.5 kg",156830,N/A,0.6374441385269165,False Positive
,25522459,"Limpiador líquido madera DON LIMPIO garrafa 1,3+0,2 litros",220451,N/A,0.6375133991241455,False Positive
,526541,"Vino Tinto Crianza De La Tierra YLLERA, botella 75 cl",293657,N/A,0.6406608819961548,False Positive
,8521759,"Espárrago verde fino, manojo 250 g",186014,N/A,0.6441954970359802,False Positive
,26719799,"Dúo de canónigos y rúcula EROSKI, bolsa 100 g",179404,N/A,0.6466230750083923,False Positive
,23744196,"Licor Velvet DISARONNO, botella 70 cl",872404,N/A,0.6495521664619446,False Positive
,18229062,"Patatas fritas a la sartén sin sal CASA VELLA, bolsa 150 g",187760,N/A,0.6539110541343689,False Positive
,23804248,"Queso reserva de leche cruda EL PASTOR, cuña 375 g",215230,N/A,0.6564900875091553,False Positive
,20546560,"Bifidus Activia líquido granada-frambuesa DANONE, botella 280 g",217249,N/A,0.6566433906555176,False Positive
,3002524,"Vino Tinto Reserva D.O. Rioja CUNE, botella 75 cl",848666,N/A,0.6627199649810791,False Positive
,16049629,"Bonito en escabeche CAMPOS, lata 160 g",81485,N/A,0.6665482521057129,False Positive
,26333526,"Filete de salmón EROSKI, bandeja aprox. 300 g",104610,N/A,0.6685625314712524,False Positive
,25629452,"Queso Raclette sin corteza LE RUSTIQUE, lonchas, bandeja 350 g",217731,N/A,0.6729863286018372,False Positive
,26399394,"Refresco frutos rojos con gas SCHWEPPES BERRY, lata 25 cl",208479,N/A,0.6766522526741028,False Positive
,26703579,"Limpiador multiusos olor manzana SANYTOL, botella 750 ml",7456,N/A,0.677142858505249,False Positive
,26202762,"Salsa basilico EROSKI, frasco 350 g",212973,N/A,0.6838377714157104,False Positive
,24281644,"Piña en rodajas DEL MONTE, lata 510 g",197296,N/A,0.6849782466888428,False Positive
,13170089,"Arándanos rojos EROSKI, tarrina 150 g",182824,N/A,0.6881459951400757,False Positive
,26175745,"Yogur artesanal de limón y yuzu PASTORET, tarrina 500 g",149538,N/A,0.6899901628494263,False Positive
,23816804,"Gambón descongelado 10-20, al peso, compra mínima 500 g",67083,N/A,0.6902594566345215,False Positive
,26805903,"Ginebra Blanca MACARONESIAN, botella 70 cl",129602,N/A,0.6905227899551392,False Positive
,24946642,"Navajas al natural 8-14 piezas BAYMAR, lata 63 g",63438,N/A,0.6906516551971436,False Positive
,226175,"Merluza entera (1-2 kg), pieza al peso aprox. 1.5 kg",219734,N/A,0.6922001838684082,False Positive
,22888382,"Atún claro al natural ZALLO, frasco 155 g",222146,N/A,0.7007291316986084,False Positive
,24046161,"Gazpacho suave EROSKI, brik 1 litro",222406,N/A,0.7044148445129395,False Positive
,26811281,"Mermelada mora de zarza LA VIEJA FÁBRICA, frasco 280 g",89336,N/A,0.7108522057533264,False Positive
,25015876,"Queso azul Peña Santa CENTRAL LECHERA ASTURIANA, cuña 125 g",194020,N/A,0.7112894654273987,False Positive
,19146851,"Lenguado, pieza al peso aprox. 600 g",930358,N/A,0.7152779698371887,False Positive
,11145810,"Sardina al limón CUCA, lata 120 g",335998,N/A,0.7153218984603882,False Positive
,9223496,"Yogur natural azucarado sin lactosa KAIKU, pack 4x125 g",43486,N/A,0.7196784019470215,False Positive
,267948,"Bacalao ahumado MSC MARTIKO, sobre 80 g",210972,N/A,0.7219160795211792,False Positive
,20204384,"Copa de vino, vidrio transparente ARISTO, 53 cl.",112999,N/A,0.7267009615898132,False Positive
,25322496,"Margarina vegetal 3/4 LUXMAR, tarrina 500 g",213266,N/A,0.7267026901245117,False Positive
,24409856,"Chocolatina extrafino barritas NESTLÉ, paquete 108 g",170401,N/A,0.7270721793174744,False Positive
,24895625,"Biscuit Lc NUTELLA, bolsa 41,4 g",143738,N/A,0.7283117771148682,False Positive
,26527705,"Picada de pollo EROSKI, bandeja 500 g",212517,N/A,0.730448842048645,False Positive
,8409302,"Paté de oca ZUBIA, lata 100 g",160717,N/A,0.7345520257949829,False Positive
,19856517,"Masa pizza extrafina EROSKI, paquete 280 g",196359,N/A,0.7357043027877808,False Positive
,24563256,"Tortellini de pollo y panceta EROSKI, bandeja 250 g",840866,N/A,0.7359806299209595,False Positive
,26344523,"Pollo asado troceado EROSKI, bolsa aprox. 1 kg",211927,N/A,0.7636944055557251,False Positive
,19841113,"Tortellini con tomate-mozzarella EROSKI, bandeja 250 g",73839,N/A,0.7638083696365356,False Positive
,25965849,"Arándanos deshidratrados PRUNITA, bolsa 200 g",208489,N/A,0.766791820526123,False Positive
,26712281,"Barrita original NOCILLA, caja 6 uds",174163,N/A,0.7702770233154297,False Positive
,276352,"Licor de endrinas navarro BASARANA 20, botella 1 litro",141755,N/A,0.7751733064651489,False Positive
,18362681,"Lomo de salmón EROSKI NATUR GGN, bandeja 300 g",156831,N/A,0.7803173065185547,False Positive
,9513524,"Limpiador multiusos CRISTASOL, pistola 750 ml",155384,N/A,0.7859115600585938,False Positive
,23114374,"Salsa de seta EROSKI, tarrina 130 g",79396,N/A,0.7859340906143188,False Positive
,19660059,"Natillas con galleta ekilibrio REINA, pack 4x125 g",190526,N/A,0.7878751754760742,False Positive
,25514548,"Sardinilla picante EROSKI, pack 2x90 g",130514,N/A,0.7886529564857483,False Positive
,20097176,"Ron Añejo BARCELO, botella 1,75 cl",491959,N/A,0.7893487215042114,False Positive
,24137515,"Fregona MF tiras super VILEDA, pack 1 ud",117989,N/A,0.7948399782180786,False Positive
,25259474,"Salchicha big Frankfurt ELPOZO, pack 3x200 g",33499,N/A,0.8094413876533508,False Positive
,26167767,"Ensaladilla de cangrejo EROSKI, tarrina 250 g",909363,N/A,0.8115933537483215,False Positive
,26749432,"Protein pouch frambuesa KAIKU, doypack 110 g",5563,N/A,0.8162369728088379,False Positive
,26139923,"Prelavado sin manchas KH-7, recambio 780 ml",206263,N/A,0.8173925280570984,False Positive
,25008111,"Mermelada de higo negro HELIOS PURAFRUTA, frasco 250 g",171247,N/A,0.8188856840133667,False Positive
,19841121,"Tagliatelle al huevo EROSKI, bolsa 250 g",3565,N/A,0.821111798286438,False Positive
,12536066,"Jugoso al horno pollo con hierbas MAGGI, sobre 34 g",275678,N/A,0.8231899738311768,False Positive
,10447050,"Cadera de añojo, al corte, compra mínima 500 g",191962,N/A,0.8238404989242554,False Positive
,19856053,"Masa pizza XXL EROSKI, paquete 550 g",43278,N/A,0.8271384239196777,False Positive
,25622853,"Vinagre de limpieza concentrado EROSKI, botella 1 litro",201711,N/A,0.8442915678024292,False Positive
,26379370,"Yakisoba de pollo con verduras EROSKI, tarrina 250 g",4053,N/A,0.8448083400726318,False Positive
,423103,"Leche semidesnatada calcio KAIKU, brik 1 litro",26436,N/A,0.8472108840942383,False Positive
,18960674,"Picada mixta cerdo-vacuno burger meat XXL EROSKI, bandeja 1 kg",197057,N/A,0.8530079126358032,False Positive
,26344259,"Preparado para puré de verduras EROSKI, bolsa 850 g",27337,N/A,0.8632798790931702,False Positive
,19827112,"Batido de cacao sin lactosa PULEVA, pack 6x200 ml",327639,N/A,0.8660600781440735,False Positive
,26129353,"Tortilla de patata con cebolla EROSKI, 1 ud., 600 g",73928,N/A,0.8665878772735596,False Positive
,26614164,"Quitagrasas en espuma aroma Marsella EROSKI, pistola 750 ml",201712,N/A,0.8682066798210144,False Positive
